frame,timestamp,track_id,x1,y1,x2,y2,confidence
0,0.000,1,818.0,452.2,871.5,617.3,0.8570
0,0.000,2,737.9,482.8,812.6,661.2,0.8555
0,0.000,3,882.5,464.5,940.5,624.9,0.8475
0,0.000,4,970.4,443.0,1044.2,617.7,0.8077
0,0.000,5,395.3,271.7,416.8,334.2,0.6796
0,0.000,6,517.5,326.5,547.7,413.1,0.6620
0,0.000,7,366.1,279.4,386.5,333.4,0.6061
1,0.042,1,816.9,451.9,870.4,616.8,0.8462
1,0.042,2,740.3,484.1,815.1,663.0,0.8382
1,0.042,3,881.6,463.4,940.3,625.7,0.8332
1,0.042,4,968.8,443.0,1042.7,617.8,0.7962
1,0.042,5,395.5,272.1,416.7,333.8,0.7175
1,0.042,6,516.7,326.5,546.5,411.8,0.6989
1,0.042,7,365.3,272.9,387.8,332.6,0.6276
2,0.083,1,815.8,451.0,869.7,617.2,0.8487
2,0.083,2,744.9,486.7,820.1,666.1,0.8556
2,0.083,3,880.7,462.7,939.5,625.4,0.8547
2,0.083,4,967.0,444.1,1040.5,617.7,0.8148
2,0.083,5,395.6,271.9,416.8,333.1,0.7224
2,0.083,6,515.8,325.1,545.9,411.3,0.7295
2,0.083,7,364.8,269.8,388.4,332.6,0.6561
3,0.125,1,813.3,450.3,867.3,616.5,0.8429
3,0.125,2,751.1,490.6,827.5,672.3,0.8446
3,0.125,3,878.1,460.9,936.9,623.9,0.8483
3,0.125,4,965.8,442.9,1040.4,618.5,0.8166
3,0.125,5,395.8,271.1,417.4,333.2,0.7432
3,0.125,6,513.5,322.3,544.4,411.1,0.7344
3,0.125,7,364.7,267.2,389.3,332.7,0.6358
4,0.167,1,812.4,450.1,866.5,616.3,0.8426
4,0.167,2,752.8,491.7,829.8,674.2,0.8447
4,0.167,3,877.3,460.4,936.1,623.4,0.8477
4,0.167,4,965.3,442.5,1040.6,618.7,0.8168
4,0.167,5,395.8,270.8,417.6,333.2,0.7431
4,0.167,6,512.9,321.5,543.9,411.0,0.7346
4,0.167,7,364.8,266.4,389.5,332.8,0.6357
5,0.209,1,811.3,450.0,865.2,615.4,0.8042
5,0.209,2,753.7,494.7,831.5,678.6,0.8543
5,0.209,3,875.1,461.1,934.0,624.7,0.8176
5,0.209,4,963.8,440.6,1038.7,615.6,0.8113
5,0.209,5,395.8,270.1,418.1,333.6,0.7356
5,0.209,6,511.3,321.2,542.2,410.8,0.7311
5,0.209,7,365.1,265.6,390.1,333.1,0.6281
6,0.250,1,810.8,449.9,864.4,614.4,0.7654
6,0.250,2,754.6,495.7,833.3,681.2,0.8034
6,0.250,3,873.7,460.9,932.0,622.8,0.8232
6,0.250,4,962.7,439.9,1036.3,612.5,0.8273
6,0.250,5,395.9,269.6,418.5,333.8,0.7134
6,0.250,6,510.9,320.9,541.5,410.1,0.7287
6,0.250,7,365.4,265.1,390.4,333.0,0.6364
7,0.292,1,812.6,448.7,856.4,578.3,0.5655
7,0.292,2,761.7,500.8,839.5,682.3,0.5022
7,0.292,3,870.9,459.4,929.7,623.1,0.8254
7,0.292,4,960.0,439.2,1031.5,608.5,0.8085
7,0.292,5,396.0,269.8,418.9,334.3,0.7739
7,0.292,6,509.7,320.7,539.7,409.0,0.7115
7,0.292,7,366.7,270.8,389.3,333.1,0.6552
7,0.292,9,545.5,317.7,557.2,381.4,0.5364
8,0.334,1,814.4,447.9,852.7,556.1,0.6248
8,0.334,2,770.0,503.0,848.5,683.0,0.6544
8,0.334,3,869.2,457.6,928.1,621.8,0.8375
8,0.334,4,957.1,436.6,1026.6,604.1,0.7682
8,0.334,5,395.8,269.2,419.2,335.1,0.7917
8,0.334,6,508.9,320.7,538.8,409.4,0.6820
8,0.334,7,366.8,272.3,389.4,334.9,0.7097
8,0.334,9,545.0,315.8,558.2,388.1,0.5739
9,0.375,1,813.6,447.6,850.5,546.9,0.6527
9,0.375,2,776.4,504.4,855.1,682.7,0.7354
9,0.375,3,868.1,456.5,926.7,619.9,0.8431
9,0.375,4,954.6,435.2,1022.6,602.7,0.7621
9,0.375,5,395.5,267.3,419.9,336.1,0.7994
9,0.375,6,508.5,319.5,538.3,408.2,0.7004
9,0.375,7,366.9,273.2,389.5,336.6,0.7031
9,0.375,9,545.2,316.6,559.2,391.8,0.6377
10,0.417,1,808.9,445.2,850.5,553.9,0.4879
10,0.417,2,786.4,514.8,861.4,683.3,0.6369
10,0.417,3,866.5,455.5,923.8,615.0,0.8430
10,0.417,4,949.9,433.9,1016.3,601.9,0.7555
10,0.417,5,395.6,266.9,420.5,337.0,0.8290
10,0.417,6,507.0,317.2,537.8,409.4,0.6751
10,0.417,7,367.1,274.2,389.7,337.8,0.7239
10,0.417,9,544.5,315.9,559.1,393.8,0.6526
11,0.459,1,807.7,443.8,847.9,544.6,0.5802
11,0.459,2,789.9,509.7,867.7,684.3,0.6651
11,0.459,3,865.3,454.6,922.1,612.4,0.8665
11,0.459,4,946.8,432.9,1012.2,602.3,0.7750
11,0.459,5,395.4,265.6,420.9,337.2,0.8355
11,0.459,6,506.6,315.8,537.6,408.8,0.6919
11,0.459,7,367.1,274.8,389.5,338.1,0.7242
11,0.459,9,543.8,315.5,559.3,396.3,0.6322
12,0.501,1,805.2,442.3,846.7,543.2,0.5811
12,0.501,2,793.8,509.0,873.7,688.3,0.5911
12,0.501,3,864.0,454.2,920.1,610.5,0.8654
12,0.501,4,945.5,432.6,1009.3,601.4,0.7949
12,0.501,5,395.7,266.1,421.0,337.1,0.8315
12,0.501,6,506.6,315.7,537.4,408.5,0.7194
12,0.501,7,367.6,275.5,389.4,337.5,0.7223
12,0.501,9,543.1,315.5,559.2,398.0,0.6072
13,0.542,1,801.3,440.8,847.5,551.4,0.6268
13,0.542,2,795.3,509.0,876.4,692.4,0.7267
13,0.542,3,863.0,453.8,918.2,607.8,0.8378
13,0.542,4,944.4,432.3,1006.8,600.8,0.8111
13,0.542,5,396.5,267.9,421.2,337.1,0.8139
13,0.542,6,506.6,316.3,537.0,408.0,0.7377
13,0.542,7,367.8,276.0,389.4,337.3,0.7161
13,0.542,9,542.4,315.3,559.2,399.8,0.6005
14,0.584,1,799.8,440.2,847.5,552.7,0.7405
14,0.584,2,797.0,512.2,877.8,696.1,0.7366
14,0.584,3,861.8,453.1,916.9,606.8,0.8182
14,0.584,4,941.9,430.5,1004.0,601.2,0.7819
14,0.584,5,396.8,268.6,421.3,337.3,0.8183
14,0.584,6,506.3,316.2,536.5,407.7,0.7552
14,0.584,7,367.8,275.7,389.4,337.1,0.7057
14,0.584,9,541.8,315.5,559.1,401.0,0.5916
15,0.626,1,793.8,439.6,846.9,565.3,0.7754
15,0.626,2,800.2,513.0,882.0,701.1,0.8410
15,0.626,3,859.0,451.6,914.2,605.5,0.8450
15,0.626,4,938.3,430.2,999.9,601.6,0.7959
15,0.626,5,397.4,269.5,421.6,337.0,0.8199
15,0.626,6,506.2,315.9,536.2,406.8,0.7930
15,0.626,7,368.0,274.6,390.1,337.7,0.6746
15,0.626,9,540.4,313.2,559.0,403.7,0.5877
16,0.668,1,791.8,439.4,846.6,569.8,0.7744
16,0.668,2,801.6,513.3,883.2,702.9,0.8393
16,0.668,3,858.1,451.1,913.3,605.1,0.8447
16,0.668,4,937.3,430.1,998.3,601.8,0.7957
16,0.668,5,397.5,269.9,421.7,336.9,0.8199
16,0.668,6,506.1,315.8,536.0,406.4,0.7930
16,0.668,7,368.1,274.1,390.3,337.8,0.6747
16,0.668,9,539.7,312.4,559.0,404.7,0.5874
17,0.709,1,788.9,439.6,846.4,578.0,0.8408
17,0.709,2,805.7,516.8,887.6,708.0,0.8002
17,0.709,3,856.5,450.0,911.7,604.2,0.8323
17,0.709,4,935.0,429.8,994.8,599.4,0.8083
17,0.709,5,398.0,269.8,422.2,336.7,0.8103
17,0.709,6,505.9,316.4,535.5,405.9,0.8000
17,0.709,7,368.5,273.2,390.8,337.4,0.6535
17,0.709,9,539.6,314.1,558.5,403.4,0.4457
18,0.751,1,786.8,438.6,846.1,583.6,0.8507
18,0.751,2,809.3,516.5,893.1,712.8,0.7811
18,0.751,3,855.7,450.5,908.6,598.3,0.8323
18,0.751,4,933.8,428.8,992.9,597.6,0.8176
18,0.751,5,398.8,270.2,422.6,335.7,0.7965
18,0.751,6,505.9,316.8,535.2,405.5,0.8025
18,0.751,7,369.2,272.7,391.3,336.6,0.6566
18,0.751,9,539.1,315.1,558.1,403.1,0.4992
19,0.793,1,784.5,439.0,843.8,585.1,0.8531
19,0.793,2,816.0,519.5,899.2,715.2,0.7832
19,0.793,3,853.5,449.7,904.7,593.0,0.7714
19,0.793,4,931.8,426.5,990.7,596.4,0.8481
19,0.793,5,399.7,271.1,423.1,335.3,0.7824
19,0.793,6,505.7,316.7,534.8,404.7,0.8005
19,0.793,7,369.6,272.7,392.1,337.5,0.6219
19,0.793,9,538.8,315.8,558.0,402.8,0.6080
20,0.834,1,782.6,439.3,841.6,586.2,0.8404
20,0.834,2,821.1,516.5,904.5,715.7,0.7925
20,0.834,3,854.3,448.6,899.0,572.0,0.7767
20,0.834,4,930.2,425.4,988.2,594.2,0.8527
20,0.834,5,400.3,271.9,423.8,336.4,0.7971
20,0.834,6,505.5,317.1,534.3,404.0,0.8026
20,0.834,7,369.6,272.8,392.4,338.4,0.6301
20,0.834,9,538.2,316.3,557.2,401.4,0.5917
20,0.834,16,89.5,274.0,109.4,323.1,0.4910
21,0.876,1,781.2,439.1,839.9,586.7,0.8238
21,0.876,2,826.3,515.9,908.4,715.5,0.7556
21,0.876,3,853.9,448.0,895.4,560.5,0.7794
21,0.876,4,928.8,424.5,985.7,590.9,0.8655
21,0.876,5,400.4,272.5,424.1,337.3,0.7983
21,0.876,6,505.0,317.4,533.3,403.5,0.7991
21,0.876,7,369.6,272.6,392.6,338.9,0.6323
21,0.876,9,537.3,317.0,556.3,400.2,0.5827
22,0.918,1,779.3,437.9,837.9,587.2,0.7967
22,0.918,2,834.8,517.5,915.5,716.9,0.7371
22,0.918,3,851.2,445.6,892.9,555.8,0.7516
22,0.918,4,923.7,423.8,979.8,588.1,0.8391
22,0.918,5,400.6,272.5,424.7,338.3,0.7970
22,0.918,6,504.8,316.3,533.4,403.1,0.7806
22,0.918,7,369.8,272.7,392.6,338.8,0.6549
22,0.918,9,537.2,317.0,556.4,400.0,0.5152
23,0.960,1,777.9,436.2,836.2,586.7,0.7903
23,0.960,2,841.3,521.0,919.1,716.3,0.7745
23,0.960,3,847.6,443.5,891.9,558.9,0.7844
23,0.960,4,920.1,422.6,976.1,587.4,0.8048
23,0.960,5,401.0,272.2,425.2,338.8,0.7837
23,0.960,6,504.2,316.9,532.7,403.0,0.7807
23,0.960,7,370.1,273.0,392.7,338.4,0.6736
23,0.960,9,536.9,317.4,556.2,399.4,0.5290
23,0.960,18,106.9,272.2,126.1,322.4,0.6094
24,1.001,1,775.4,433.6,833.9,586.7,0.8307
24,1.001,2,845.3,523.6,921.0,715.7,0.8307
24,1.001,3,843.8,442.0,892.4,568.1,0.8315
24,1.001,4,917.0,421.9,972.2,585.4,0.8139
24,1.001,5,401.3,272.0,425.7,338.9,0.7627
24,1.001,6,503.4,317.8,531.6,403.0,0.7816
24,1.001,7,370.2,272.5,392.9,338.5,0.6742
24,1.001,9,536.5,316.4,556.3,399.6,0.5840
24,1.001,18,111.3,272.9,129.8,321.2,0.4769
25,1.043,1,774.7,432.0,832.4,585.3,0.8145
25,1.043,2,849.8,524.7,925.5,716.2,0.8384
25,1.043,3,841.8,440.8,892.4,571.6,0.8439
25,1.043,4,914.0,421.9,968.2,583.5,0.8295
25,1.043,5,401.8,272.1,426.2,339.2,0.7358
25,1.043,6,502.8,317.7,531.3,403.2,0.7599
25,1.043,7,370.5,272.5,393.4,338.8,0.6516
25,1.043,9,536.1,315.8,556.5,400.1,0.6085
25,1.043,18,116.9,273.4,133.6,316.6,0.3905
26,1.085,1,773.7,431.5,830.9,584.6,0.8254
26,1.085,2,855.2,526.4,931.5,719.2,0.8311
26,1.085,3,840.2,440.4,892.9,576.2,0.8477
26,1.085,4,911.3,421.4,965.3,583.4,0.8286
26,1.085,5,402.1,272.4,426.5,339.5,0.7179
26,1.085,6,502.1,317.4,531.0,403.4,0.7514
26,1.085,7,371.2,274.4,394.0,339.7,0.6390
26,1.085,9,535.2,315.6,556.2,400.5,0.6213
26,1.085,18,122.1,272.5,138.6,314.6,0.6142
27,1.126,1,771.1,429.3,828.2,583.6,0.8386
27,1.126,2,864.7,528.4,942.1,719.9,0.8301
27,1.126,3,838.0,438.7,894.0,582.8,0.8294
27,1.126,4,906.9,422.1,960.3,583.3,0.7731
27,1.126,5,402.5,272.6,426.8,339.2,0.7108
27,1.126,6,501.1,317.6,530.1,403.0,0.7748
27,1.126,7,371.5,271.9,395.1,339.4,0.6421
27,1.126,9,533.5,315.8,555.2,401.3,0.6786
27,1.126,18,129.1,272.9,145.7,314.8,0.4228
28,1.168,1,770.2,428.5,827.0,583.2,0.8378
28,1.168,2,867.6,529.0,946.3,720.0,0.8304
28,1.168,3,837.2,438.1,894.5,585.4,0.8292
28,1.168,4,905.4,422.3,958.4,583.3,0.7725
28,1.168,5,402.6,272.7,426.8,339.1,0.7105
28,1.168,6,500.6,317.7,529.8,402.9,0.7746
28,1.168,7,371.7,270.9,395.4,339.4,0.6417
28,1.168,9,532.6,315.8,554.9,401.6,0.6782
28,1.168,18,131.0,273.1,147.9,314.9,0.4033
29,1.210,1,769.1,429.1,824.3,579.0,0.8668
29,1.210,2,869.8,532.3,947.6,719.6,0.8034
29,1.210,3,833.9,437.2,892.4,587.6,0.8312
29,1.210,4,903.5,421.5,955.9,580.9,0.7658
29,1.210,5,402.8,272.4,427.1,338.9,0.6839
29,1.210,6,499.3,316.8,528.6,402.3,0.7580
29,1.210,7,371.7,270.5,395.4,339.0,0.6031
29,1.210,9,531.5,315.6,554.3,400.8,0.7005
29,1.210,18,138.8,273.3,155.3,313.5,0.5486
30,1.252,1,768.4,429.1,823.1,577.1,0.8531
30,1.252,2,872.9,541.8,947.7,719.2,0.7943
30,1.252,3,830.9,436.8,889.9,589.0,0.8693
30,1.252,4,896.6,421.9,949.7,580.0,0.7833
30,1.252,5,402.6,271.0,427.5,339.1,0.6769
30,1.252,6,498.0,316.6,527.1,401.8,0.7123
30,1.252,7,371.8,269.2,395.7,339.1,0.5876
30,1.252,9,530.5,315.6,553.5,399.2,0.6499
30,1.252,18,143.6,273.1,160.4,313.4,0.5174
31,1.293,1,766.0,428.0,821.2,577.0,0.8680
31,1.293,2,877.4,544.0,953.0,720.0,0.8443
31,1.293,3,828.6,437.3,886.8,587.1,0.8849
31,1.293,4,891.1,421.1,943.9,575.0,0.8256
31,1.293,5,402.6,270.3,428.0,340.2,0.7237
31,1.293,6,496.4,315.4,525.5,401.2,0.4835
31,1.293,7,371.9,269.0,396.4,340.9,0.6763
31,1.293,9,529.8,313.8,553.5,397.9,0.6787
31,1.293,18,150.0,272.0,167.5,313.4,0.4362
32,1.335,1,764.3,427.4,820.0,577.1,0.8850
32,1.335,2,880.6,544.8,957.2,719.9,0.8315
32,1.335,3,825.3,436.8,884.1,588.4,0.8786
32,1.335,4,888.9,420.6,942.1,573.6,0.8093
32,1.335,5,402.7,270.1,428.3,340.9,0.7424
32,1.335,6,495.5,316.6,523.7,400.7,0.4695
32,1.335,7,372.0,268.5,397.0,341.8,0.7350
32,1.335,9,528.7,313.0,553.0,397.3,0.6971
32,1.335,18,155.0,270.6,173.1,312.4,0.3936
33,1.377,1,763.1,427.3,818.8,576.9,0.8824
33,1.377,2,885.5,543.5,963.3,719.6,0.8546
33,1.377,3,822.9,435.9,881.9,589.2,0.8966
33,1.377,4,887.2,419.8,941.5,574.2,0.8117
33,1.377,5,403.0,270.7,428.4,341.5,0.7348
33,1.377,6,495.1,317.2,522.7,400.8,0.4897
33,1.377,7,372.3,268.7,397.3,342.3,0.7497
33,1.377,9,527.8,312.1,552.5,397.0,0.7162
33,1.377,18,159.5,270.6,177.6,311.3,0.5869
34,1.418,1,760.7,427.4,816.0,576.5,0.8931
34,1.418,2,896.5,542.4,974.9,720.0,0.8229
34,1.418,3,818.6,434.7,878.2,589.8,0.8433
34,1.418,4,885.2,418.4,940.1,574.7,0.8390
34,1.418,5,403.2,271.0,428.6,342.1,0.7361
34,1.418,6,493.7,316.1,521.4,400.6,0.5861
34,1.418,7,372.3,269.0,397.3,342.6,0.7239
34,1.418,9,526.4,311.3,552.0,397.1,0.6883
34,1.418,18,167.1,270.1,186.0,312.4,0.5132
35,1.460,1,759.1,427.1,814.0,575.7,0.8985
35,1.460,2,904.4,542.8,982.5,720.0,0.8207
35,1.460,3,816.0,433.7,874.9,586.7,0.8382
35,1.460,4,883.7,417.5,938.9,574.8,0.8300
35,1.460,5,403.4,271.2,428.5,342.3,0.7425
35,1.460,6,493.0,315.8,520.7,400.5,0.5898
35,1.460,7,372.3,269.2,397.4,342.8,0.7405
35,1.460,9,525.4,311.3,551.4,396.9,0.7185
35,1.460,18,172.4,272.3,192.0,316.0,0.4312
36,1.502,1,758.4,426.2,813.0,574.8,0.8936
36,1.502,2,910.9,543.1,988.4,719.1,0.8335
36,1.502,3,815.0,433.0,872.0,580.4,0.8381
36,1.502,4,881.7,416.4,937.0,574.4,0.8234
36,1.502,5,403.6,271.3,428.5,342.3,0.7511
36,1.502,6,492.3,315.8,520.0,400.4,0.4889
36,1.502,7,372.5,269.4,397.6,342.8,0.7498
36,1.502,9,524.6,311.7,550.6,395.8,0.6771
36,1.502,18,176.7,274.4,196.5,318.4,0.5246
37,1.544,1,758.0,425.5,812.6,574.9,0.8791
37,1.544,2,915.8,543.9,993.0,719.0,0.8655
37,1.544,3,813.4,432.1,870.3,578.1,0.8681
37,1.544,4,879.7,415.9,934.9,574.3,0.8145
37,1.544,5,403.6,271.4,428.4,342.1,0.7489
37,1.544,6,491.6,316.2,519.2,400.4,0.4434
37,1.544,7,372.5,269.5,397.6,342.7,0.7634
37,1.544,9,523.6,311.6,550.0,395.7,0.6818
37,1.544,18,181.0,275.6,200.7,319.5,0.4478
38,1.585,1,756.8,424.1,811.9,575.5,0.8756
38,1.585,2,920.9,546.6,997.0,718.6,0.8613
38,1.585,3,812.6,431.6,869.2,576.5,0.8892
38,1.585,4,877.7,415.9,932.6,573.5,0.8110
38,1.585,5,403.7,271.6,428.3,342.0,0.7301
38,1.585,6,491.1,315.8,518.9,400.3,0.4464
38,1.585,7,372.4,269.3,397.6,342.6,0.7775
38,1.585,9,522.9,311.6,549.9,396.2,0.7024
38,1.585,18,185.3,274.6,205.5,319.4,0.4181
39,1.627,1,755.4,421.6,809.9,571.6,0.8630
39,1.627,2,927.7,549.6,1003.4,719.6,0.8537
39,1.627,3,810.2,431.6,866.3,574.9,0.8420
39,1.627,4,875.0,414.6,930.8,574.6,0.8285
39,1.627,5,403.8,271.7,428.4,341.9,0.7272
39,1.627,6,490.9,315.4,518.6,399.9,0.3447
39,1.627,7,372.4,269.3,397.6,342.5,0.7560
39,1.627,9,522.4,311.8,549.8,396.7,0.6073
40,1.669,1,755.0,420.7,809.2,570.1,0.8641
40,1.669,2,929.9,550.7,1005.7,720.0,0.8536
40,1.669,3,809.3,431.6,865.4,574.3,0.8423
40,1.669,4,874.1,414.1,930.2,575.0,0.8285
40,1.669,5,403.8,271.7,428.4,341.9,0.7272
40,1.669,6,490.8,315.3,518.6,399.7,0.3447
40,1.669,7,372.4,269.3,397.6,342.5,0.7560
40,1.669,9,522.1,311.9,549.9,397.0,0.6074
41,1.710,1,754.7,419.9,807.6,565.0,0.8274
41,1.710,2,937.6,556.9,1011.4,720.0,0.8570
41,1.710,3,803.6,429.9,861.0,574.8,0.8251
41,1.710,4,871.9,414.5,927.5,573.1,0.8267
41,1.710,5,404.1,272.0,428.6,341.8,0.7238
41,1.710,7,372.4,269.2,397.6,342.6,0.7494
41,1.710,9,521.7,312.2,549.5,397.0,0.5103
41,1.710,18,201.2,274.2,221.7,319.5,0.3199
