frame,timestamp,track_id,x1,y1,x2,y2,confidence
0,0.000,1,369.5,410.4,452.6,650.9,0.8680
0,0.000,2,102.3,550.1,180.8,796.6,0.8308
0,0.000,3,1735.1,458.3,1808.6,675.0,0.8018
0,0.000,4,1636.4,263.1,1698.2,443.8,0.7827
0,0.000,5,1096.2,980.0,1171.9,1080.0,0.7755
0,0.000,6,1357.6,571.1,1441.6,797.1,0.7482
0,0.000,7,1105.0,210.0,1160.6,388.6,0.7252
0,0.000,8,545.4,145.9,603.5,329.2,0.7204
0,0.000,9,502.8,133.4,554.9,306.3,0.7199
0,0.000,10,794.1,147.7,851.7,322.8,0.6912
0,0.000,11,1446.0,247.8,1507.0,414.9,0.6771
0,0.000,12,0.0,879.6,42.3,1080.0,0.6730
0,0.000,13,1789.4,204.7,1846.9,390.3,0.6658
0,0.000,14,1045.6,133.6,1110.9,312.7,0.6393
0,0.000,15,230.8,395.3,289.6,599.8,0.5682
0,0.000,16,877.3,123.5,928.0,301.2,0.5324
0,0.000,17,259.9,367.0,325.7,585.0,0.5141
0,0.000,18,287.5,115.9,341.3,287.1,0.4734
0,0.000,19,680.1,283.3,735.4,409.8,0.4521
0,0.000,20,461.2,84.4,517.5,260.3,0.4483
0,0.000,21,1487.5,70.8,1538.7,135.7,0.4482
0,0.000,22,361.8,105.2,413.5,276.6,0.4470
0,0.000,23,211.5,124.9,267.2,275.1,0.4283
0,0.000,24,910.8,129.2,961.6,295.7,0.4179
0,0.000,25,881.0,122.3,946.1,301.5,0.4126
0,0.000,26,413.7,94.6,464.1,262.2,0.3870
0,0.000,27,1420.3,219.3,1468.1,348.7,0.3728
0,0.000,28,706.0,0.0,760.3,154.2,0.3046
0,0.000,29,632.3,759.5,676.6,921.0,0.2668
1,0.033,1,370.1,409.5,453.5,650.8,0.8671
1,0.033,2,101.7,549.5,180.6,797.0,0.8297
1,0.033,3,1734.3,458.4,1806.8,671.9,0.8225
1,0.033,4,1635.1,262.2,1696.2,440.5,0.8060
1,0.033,5,1098.4,979.9,1174.1,1080.0,0.8215
1,0.033,6,1357.2,571.0,1441.5,797.7,0.7557
1,0.033,7,1099.1,209.3,1154.9,388.3,0.7374
1,0.033,8,545.0,145.9,602.7,328.5,0.7315
1,0.033,9,502.5,134.2,554.1,305.5,0.6672
1,0.033,10,794.1,147.8,851.6,322.5,0.6684
1,0.033,11,1444.7,248.8,1505.3,414.7,0.7009
1,0.033,12,0.0,878.0,42.1,1080.0,0.7299
1,0.033,13,1791.2,205.2,1848.8,391.3,0.6919
1,0.033,14,1044.7,133.5,1110.8,315.3,0.6583
1,0.033,15,229.9,397.3,288.4,600.6,0.5835
1,0.033,16,877.0,124.8,927.2,300.3,0.5210
1,0.033,17,260.3,370.5,325.3,586.0,0.4762
1,0.033,18,287.5,115.1,341.7,287.6,0.4942
1,0.033,19,678.0,276.0,736.3,409.6,0.4259
1,0.033,20,460.5,81.7,517.6,259.8,0.2535
1,0.033,21,1487.4,70.8,1538.9,136.3,0.3696
1,0.033,22,362.5,104.8,414.2,276.3,0.5018
1,0.033,23,211.8,124.1,268.0,276.0,0.3699
1,0.033,24,912.5,129.5,963.0,294.9,0.4400
1,0.033,26,413.8,93.5,464.2,261.0,0.3736
1,0.033,27,1416.6,201.2,1470.2,346.5,0.3386
1,0.033,28,706.4,0.0,760.5,153.7,0.3117
1,0.033,29,631.9,757.6,676.6,920.6,0.2949
2,0.067,1,371.1,409.0,454.5,650.8,0.8767
2,0.067,2,101.8,549.3,180.7,797.2,0.8269
2,0.067,3,1733.1,458.2,1805.4,670.7,0.8466
2,0.067,4,1633.3,262.6,1695.3,443.6,0.7976
2,0.067,5,1101.8,979.3,1177.8,1080.0,0.7992
2,0.067,6,1357.4,571.1,1441.4,797.1,0.7730
2,0.067,7,1093.6,209.6,1149.7,388.5,0.7669
2,0.067,8,544.6,146.5,602.3,328.7,0.7378
2,0.067,9,502.2,134.6,553.8,306.0,0.6433
2,0.067,10,793.9,147.3,851.6,323.0,0.6770
2,0.067,11,1440.1,247.2,1501.7,415.3,0.7398
2,0.067,12,0.3,877.5,43.0,1080.0,0.7473
2,0.067,13,1794.2,204.6,1852.1,391.6,0.7113
2,0.067,14,1044.8,133.6,1111.0,315.9,0.6579
2,0.067,15,229.4,397.0,288.2,600.4,0.5971
2,0.067,16,878.0,125.3,928.0,300.1,0.5204
2,0.067,17,259.1,369.5,323.8,584.6,0.4919
2,0.067,18,287.0,112.5,342.1,287.8,0.5140
2,0.067,19,677.8,274.4,736.7,409.8,0.4430
2,0.067,21,1487.4,70.8,1538.9,136.3,0.4333
2,0.067,22,362.0,104.4,413.8,276.3,0.4860
2,0.067,23,212.1,124.8,268.1,276.2,0.4446
2,0.067,24,914.0,130.9,964.1,295.1,0.3953
2,0.067,26,413.8,92.0,464.1,258.9,0.4104
2,0.067,27,1414.6,196.9,1469.0,344.9,0.3067
2,0.067,28,706.0,0.0,760.1,153.9,0.3530
2,0.067,29,631.7,756.1,677.0,921.0,0.3253
3,0.100,1,371.6,409.2,454.8,650.5,0.8789
3,0.100,2,101.1,548.7,180.3,798.1,0.8282
3,0.100,3,1731.7,458.2,1803.7,669.5,0.8471
3,0.100,4,1631.9,262.3,1693.9,443.2,0.8234
3,0.100,5,1104.8,978.8,1181.0,1080.0,0.7840
3,0.100,6,1357.8,571.0,1441.9,797.2,0.7801
3,0.100,7,1089.1,209.4,1145.6,387.7,0.7786
3,0.100,8,544.6,147.8,602.0,329.0,0.7327
3,0.100,9,501.9,135.3,552.7,303.9,0.5916
3,0.100,10,794.4,147.4,852.0,322.6,0.6606
3,0.100,11,1438.2,246.8,1500.2,415.4,0.7309
3,0.100,12,0.6,875.6,43.8,1080.0,0.7378
3,0.100,13,1797.1,204.9,1854.9,391.4,0.7018
3,0.100,14,1044.9,134.1,1110.4,314.7,0.6564
3,0.100,15,236.6,392.1,297.6,599.5,0.6166
3,0.100,16,879.3,126.2,929.3,300.8,0.5300
3,0.100,17,255.0,365.5,318.2,574.5,0.4694
3,0.100,18,287.2,115.5,341.2,287.6,0.4808
3,0.100,19,679.4,281.1,735.6,410.2,0.4664
3,0.100,21,1487.1,70.8,1539.0,136.8,0.3483
3,0.100,22,361.8,104.0,413.5,276.0,0.4595
3,0.100,23,211.9,125.2,267.9,276.9,0.4789
3,0.100,24,916.3,131.9,965.8,294.6,0.3927
3,0.100,26,413.2,90.4,463.9,257.6,0.4798
3,0.100,28,706.2,0.0,759.8,152.7,0.3898
3,0.100,29,631.5,756.0,676.6,920.5,0.3337
4,0.133,1,373.0,409.2,455.9,650.0,0.8782
4,0.133,2,101.5,549.2,180.4,797.7,0.8222
4,0.133,3,1730.5,458.1,1802.4,668.6,0.8654
4,0.133,4,1630.9,262.2,1692.8,443.0,0.8001
4,0.133,5,1107.9,977.6,1184.8,1080.0,0.7578
4,0.133,6,1357.9,571.0,1442.1,797.3,0.7829
4,0.133,7,1081.9,209.3,1139.4,387.4,0.7973
4,0.133,8,544.0,148.5,601.3,329.1,0.7351
4,0.133,9,501.4,136.7,550.8,299.5,0.6149
4,0.133,10,794.2,147.5,851.8,322.2,0.6898
4,0.133,11,1438.5,247.1,1500.6,415.4,0.7587
4,0.133,12,0.6,874.0,44.2,1080.0,0.7263
4,0.133,13,1798.4,204.8,1856.2,391.0,0.7577
4,0.133,14,1045.1,134.7,1108.5,309.6,0.6660
4,0.133,15,234.4,393.5,295.8,599.4,0.5809
4,0.133,16,880.2,126.8,930.4,301.6,0.5857
4,0.133,17,256.1,362.9,317.6,565.6,0.4517
4,0.133,18,287.2,118.0,340.3,287.3,0.4701
4,0.133,19,679.9,283.2,735.1,410.1,0.4287
4,0.133,21,1487.2,70.9,1539.0,136.9,0.3649
4,0.133,22,361.8,104.0,413.4,275.9,0.4226
4,0.133,23,212.2,125.8,267.8,277.3,0.4989
4,0.133,24,917.4,132.0,966.7,294.6,0.4160
4,0.133,26,412.1,88.8,463.2,256.8,0.4559
4,0.133,28,705.4,0.0,759.5,154.5,0.3476
4,0.133,29,631.9,759.6,675.8,919.7,0.2684
5,0.167,1,374.1,408.2,457.0,649.0,0.8864
5,0.167,2,101.7,549.2,180.4,797.6,0.8234
5,0.167,3,1729.6,457.5,1801.6,667.8,0.8630
5,0.167,4,1629.5,261.1,1691.4,442.2,0.7831
5,0.167,5,1110.9,976.3,1188.5,1080.0,0.7669
5,0.167,6,1357.8,571.0,1442.1,797.2,0.7715
5,0.167,7,1078.1,209.0,1137.1,387.2,0.7914
5,0.167,8,543.1,148.4,600.8,330.3,0.7231
5,0.167,9,501.6,137.6,551.1,299.9,0.6565
5,0.167,10,794.4,147.5,852.0,321.6,0.6854
5,0.167,11,1437.0,246.4,1499.0,415.0,0.7352
5,0.167,12,0.6,872.7,44.5,1080.0,0.6960
5,0.167,13,1799.7,204.9,1857.1,390.1,0.7545
5,0.167,14,1044.7,135.9,1106.0,305.2,0.6525
5,0.167,15,226.4,393.2,288.1,598.3,0.6415
5,0.167,16,882.2,127.7,932.9,303.1,0.6021
5,0.167,17,259.4,366.0,318.4,561.8,0.3998
5,0.167,18,287.0,117.7,340.0,287.1,0.4649
5,0.167,19,678.3,276.5,736.1,409.9,0.4369
5,0.167,21,1487.0,70.7,1538.9,136.9,0.3158
5,0.167,22,361.3,102.3,413.2,275.6,0.4181
5,0.167,23,212.0,125.5,267.6,277.5,0.4724
5,0.167,24,918.9,132.4,967.4,293.3,0.3789
5,0.167,26,411.5,87.7,463.0,255.7,0.4566
5,0.167,28,705.4,0.0,759.2,153.7,0.3740
6,0.200,1,375.1,406.2,457.7,646.7,0.8881
6,0.200,2,101.3,548.4,180.2,798.2,0.8263
6,0.200,3,1729.0,457.5,1800.9,667.0,0.8588
6,0.200,4,1628.5,260.5,1690.5,442.1,0.7671
6,0.200,5,1114.4,975.4,1192.1,1080.0,0.7467
6,0.200,6,1357.9,571.1,1442.1,797.0,0.7803
6,0.200,7,1073.0,207.7,1134.4,386.7,0.7652
6,0.200,8,542.3,148.0,600.3,330.9,0.7216
6,0.200,9,501.1,138.5,551.9,304.6,0.6902
6,0.200,10,794.5,147.4,852.4,321.4,0.6955
6,0.200,11,1435.8,244.7,1498.4,415.6,0.6294
6,0.200,12,0.7,871.2,44.9,1079.9,0.6214
6,0.200,13,1800.5,205.3,1857.3,388.7,0.7765
6,0.200,14,1045.0,135.0,1103.2,294.4,0.6227
6,0.200,15,222.8,387.2,286.0,596.0,0.6572
6,0.200,16,882.7,128.7,933.4,303.3,0.5631
6,0.200,17,257.3,361.4,318.0,563.9,0.3793
6,0.200,18,287.4,119.4,339.8,286.9,0.4792
6,0.200,19,679.3,280.6,735.2,409.9,0.4890
6,0.200,22,360.8,101.7,412.6,275.3,0.4351
6,0.200,23,211.6,124.1,267.3,277.3,0.4462
